,温度(室外),湿度(室外),气压(室外),湿度(室内),气压(室内),temperature
2649,14.2,86.0,992.8,84.0,991.6,14.3
2650,14.2,86.0,992.9,85.0,991.6,14.3
2651,14.2,86.0,993.2,85.0,991.6,14.3
2652,14.1,86.0,992.5,85.0,991.7,14.3
2653,14.1,87.0,993.4,85.0,991.7,14.3
2654,14.1,87.0,977.3,85.0,991.7,14.3
2655,14.1,87.0,993.0,85.0,991.7,14.3
2656,14.1,87.0,993.5,85.0,991.8,14.3
2657,14.0,87.0,993.0,85.0,992.0,14.3
2658,14.0,87.0,993.5,85.0,992.0,14.3
2659,14.1,87.0,993.3,85.0,991.8,14.3
2660,14.1,87.0,991.1,85.0,992.0,14.2
2661,14.0,87.0,991.4,85.0,992.0,14.2
2662,14.0,87.0,991.2,85.0,992.0,14.2
2663,14.0,87.0,991.1,85.0,991.9,14.2
2664,14.0,87.0,991.4,85.0,991.9,14.2
2665,14.0,88.0,991.4,85.0,991.9,14.2
2666,13.9,88.0,981.2,86.0,992.0,14.1
2667,14.0,88.0,977.7,86.0,992.2,14.2
2668,14.0,87.0,991.4,86.0,992.4,14.2
2669,14.0,87.0,992.0,86.0,992.5,14.2
2670,14.0,87.0,991.4,86.0,992.3,14.2
2671,13.6,90.0,996.7,83.0,996.1,14.6
2672,13.5,90.0,996.5,83.0,995.8,14.6
2673,13.5,89.0,996.7,83.0,995.8,14.6
2674,13.5,89.0,997.1,83.0,995.8,14.5
2675,13.5,89.0,996.7,83.0,995.8,14.5
2676,13.6,90.0,996.7,83.0,995.8,14.5
2677,13.6,90.0,996.4,83.0,995.6,14.5
2678,13.7,90.0,996.6,83.0,995.7,14.6
2679,13.7,90.0,996.4,83.0,995.7,14.6
2680,13.7,90.0,996.2,83.0,995.7,14.5
2681,13.7,90.0,996.3,83.0,995.7,14.5
2682,13.7,90.0,982.5,83.0,995.4,14.5
2683,13.7,90.0,997.9,83.0,995.4,14.5
2684,13.7,89.0,998.1,83.0,995.5,14.5
2685,13.7,89.0,997.5,83.0,995.3,14.5
2686,13.7,89.0,997.8,83.0,995.5,14.5
2687,13.7,89.0,997.6,83.0,995.5,14.5
2688,13.7,89.0,997.6,83.0,995.5,14.5
2689,13.7,88.0,997.9,83.0,995.5,14.5
2690,13.7,89.0,997.7,83.0,995.4,14.6
2691,13.7,89.0,996.0,83.0,995.2,14.6
2692,13.8,89.0,997.7,83.0,995.1,14.6
2693,13.7,89.0,995.7,83.0,995.2,14.6
2694,13.7,90.0,997.6,83.0,995.1,14.6
2695,13.7,90.0,996.1,83.0,994.9,14.6
2696,13.7,89.0,997.7,83.0,995.1,14.6
2697,13.7,89.0,997.7,83.0,994.9,14.6
2698,13.7,89.0,997.6,83.0,995.1,14.5
2699,13.7,88.0,997.4,83.0,995.1,14.5
2700,13.7,87.0,997.7,83.0,994.9,14.5
2701,13.7,88.0,997.5,83.0,995.2,14.5
2702,13.7,88.0,997.7,83.0,995.0,14.5
2703,13.7,89.0,995.6,83.0,995.0,14.5
2704,13.7,89.0,995.8,83.0,995.0,14.5
2705,13.7,88.0,997.6,83.0,995.2,14.5
2706,13.7,88.0,997.7,83.0,995.3,14.5
2707,13.7,89.0,997.3,83.0,995.0,14.5
2708,13.8,89.0,997.4,83.0,995.1,14.5
2709,13.8,89.0,997.4,83.0,995.3,14.5
2710,13.8,88.0,997.4,83.0,995.1,14.5
2711,13.8,88.0,997.4,84.0,995.1,14.5
2712,13.7,88.0,995.6,84.0,995.1,14.4
2713,13.7,87.0,997.5,84.0,995.2,14.5
2714,13.6,88.0,995.7,84.0,994.9,14.5
2715,13.7,89.0,995.5,83.0,994.9,14.5
2716,13.6,89.0,995.5,83.0,995.1,14.5
2717,13.6,89.0,995.4,83.0,995.1,14.5
2718,13.6,89.0,995.9,83.0,994.9,14.5
2719,13.6,89.0,995.8,83.0,994.9,14.5
2720,13.6,89.0,995.6,83.0,995.0,14.5
2721,13.6,90.0,995.6,83.0,995.0,14.5
2722,13.7,90.0,995.9,83.0,995.0,14.5
2723,13.7,90.0,995.5,83.0,995.0,14.5
2724,13.6,89.0,995.3,83.0,994.7,14.5
2725,13.6,88.0,995.6,83.0,994.7,14.5
2726,13.5,88.0,995.9,83.0,995.1,14.5
2727,13.5,88.0,995.5,83.0,994.8,14.4
2728,13.5,88.0,990.8,85.0,990.5,14.0
2729,13.5,88.0,990.8,85.0,990.5,14.0
2730,13.5,88.0,990.8,85.0,990.5,14.0
2731,13.5,88.0,990.8,85.0,990.3,14.0
2732,13.5,89.0,991.3,85.0,990.5,14.1
2733,13.6,89.0,991.5,85.0,990.3,14.0
2734,13.6,89.0,976.0,85.0,990.5,14.0
2735,13.6,89.0,991.5,85.0,990.3,14.1
2736,13.6,89.0,991.3,85.0,990.3,14.1
2737,13.6,89.0,991.5,85.0,990.5,14.0
2738,13.6,89.0,991.0,85.0,990.3,14.0
2739,13.5,89.0,991.5,85.0,990.5,14.0
2740,13.5,90.0,991.4,86.0,990.5,14.0
2741,13.5,90.0,991.7,86.0,990.5,14.0
2742,13.5,90.0,991.5,86.0,990.3,14.0
2743,13.5,90.0,991.3,86.0,990.6,14.0
2744,13.5,90.0,991.4,86.0,990.3,14.0
2745,13.6,90.0,975.5,86.0,990.4,14.0
2746,13.5,90.0,991.0,86.0,990.4,14.0
2747,13.5,90.0,991.7,86.0,990.4,13.9
2748,13.5,90.0,991.3,86.0,990.6,13.9
2749,13.5,90.0,991.3,86.0,990.4,13.9
2750,13.5,90.0,991.1,86.0,990.5,13.9
2751,13.5,90.0,991.3,86.0,990.7,13.9
2752,13.5,90.0,991.3,86.0,991.0,13.9
2753,13.5,90.0,991.3,86.0,990.8,13.9
2754,13.6,90.0,991.3,86.0,990.8,13.9
2755,13.6,90.0,991.0,87.0,990.8,13.9
2756,13.6,90.0,991.0,87.0,990.8,13.9
2757,13.5,90.0,991.7,87.0,990.9,13.8
2758,13.5,90.0,991.4,87.0,991.1,13.8
2759,13.5,90.0,991.2,87.0,990.9,13.8
2760,13.6,90.0,991.3,87.0,991.1,13.8
2761,13.6,90.0,991.1,87.0,991.2,13.8
2762,13.6,90.0,991.3,87.0,991.2,13.8
2763,13.6,90.0,991.6,87.0,991.3,13.8
2764,13.6,90.0,991.3,87.0,991.0,13.8
2765,13.6,90.0,991.3,87.0,991.3,13.8
2766,13.5,90.0,991.4,87.0,991.3,13.8
2767,13.5,90.0,991.0,87.0,991.3,13.8
2768,13.5,90.0,991.5,87.0,991.3,13.8
2769,13.4,91.0,991.4,88.0,991.1,13.7
2770,13.4,91.0,991.2,88.0,991.1,13.7
2771,13.4,91.0,991.5,88.0,991.2,13.7
2772,13.5,91.0,991.3,88.0,991.2,13.8
2773,13.5,91.0,975.7,88.0,991.4,13.7
2774,13.5,91.0,991.6,88.0,989.5,13.8
2775,13.6,90.0,991.4,88.0,989.5,13.8
2776,13.6,90.0,990.6,87.0,989.5,13.8
2777,13.6,90.0,991.5,87.0,989.5,13.8
2778,13.6,90.0,991.3,88.0,989.5,13.8
2779,13.5,90.0,990.9,88.0,989.5,13.7
2780,13.4,90.0,991.6,88.0,989.5,13.6
2781,13.4,91.0,991.7,88.0,989.6,13.6
2782,13.4,91.0,991.5,88.0,989.6,13.7
2783,13.4,91.0,991.3,88.0,989.6,13.6
2784,13.3,91.0,975.8,88.0,989.8,13.6
2785,13.2,91.0,991.4,88.0,989.5,13.6
2786,13.2,91.0,991.9,88.0,989.7,13.7
2787,13.2,91.0,991.9,88.0,989.7,13.7
2788,13.2,91.0,991.7,88.0,989.7,13.6
2789,13.2,91.0,990.2,88.0,989.7,13.6
2790,13.2,92.0,991.6,88.0,989.8,13.6
2791,13.2,91.0,992.1,88.0,989.8,13.6
2792,13.2,92.0,990.0,88.0,989.5,13.7
2793,13.3,91.0,992.0,88.0,989.8,13.7
2794,13.3,91.0,992.0,88.0,989.8,13.7
2795,13.4,91.0,991.6,88.0,989.5,13.7
2796,13.4,91.0,991.7,88.0,989.8,13.7
2797,13.4,91.0,991.7,88.0,989.7,13.7
2798,13.4,91.0,991.5,88.0,989.9,13.7
2799,13.4,91.0,991.7,88.0,989.8,13.7
2800,13.4,91.0,991.7,88.0,989.8,13.7
2801,13.4,91.0,991.4,88.0,989.8,13.7
2802,13.4,91.0,991.8,88.0,990.0,13.7
2803,13.4,91.0,991.4,88.0,989.8,13.7
2804,13.4,90.0,991.5,88.0,989.8,13.7
2805,13.4,90.0,991.8,88.0,989.8,13.7
2806,13.4,90.0,991.6,88.0,990.0,13.7
2807,13.4,90.0,991.5,88.0,989.8,13.6
2808,13.4,91.0,991.4,88.0,989.9,13.6
2809,13.4,91.0,991.9,88.0,989.9,13.6
2810,13.4,90.0,991.6,88.0,989.7,13.7
2811,13.4,90.0,991.7,88.0,989.7,13.7
2812,13.4,90.0,991.4,88.0,989.9,13.7
2813,13.4,90.0,991.4,88.0,989.8,13.7
2814,13.4,90.0,991.4,88.0,989.9,13.7
2815,13.4,90.0,991.4,88.0,990.0,13.7
2816,13.4,90.0,991.4,88.0,989.9,13.7
2817,13.4,90.0,991.4,88.0,990.0,13.7
2818,13.4,90.0,991.4,88.0,989.9,13.7
2819,13.4,90.0,991.4,88.0,990.0,13.7
2820,13.4,90.0,991.4,88.0,989.9,13.6
2821,13.5,90.0,991.7,88.0,990.0,13.6
2822,13.4,90.0,991.4,88.0,989.7,13.6
2823,13.4,90.0,991.4,88.0,990.0,13.6
2824,13.4,90.0,991.3,88.0,989.8,13.6
2825,13.4,90.0,991.6,88.0,990.2,13.6
2826,13.4,90.0,991.2,88.0,989.8,13.6
2827,13.4,90.0,991.2,88.0,990.0,13.6
2828,13.4,90.0,991.2,88.0,990.1,13.5
2829,13.4,90.0,991.4,88.0,990.1,13.5
2830,13.4,91.0,991.4,88.0,989.9,13.5
2831,13.3,90.0,991.6,88.0,990.2,13.5
2832,13.3,90.0,991.5,88.0,990.2,13.4
2833,13.3,91.0,991.9,89.0,990.2,13.4
2834,13.3,91.0,991.7,89.0,990.4,13.5
2835,13.2,91.0,991.4,89.0,990.2,13.5
2836,13.3,91.0,991.9,89.0,990.3,13.5
2837,13.3,91.0,991.8,88.0,990.3,13.5
2838,13.3,90.0,991.6,88.0,990.3,13.6
2839,13.3,90.0,989.8,88.0,990.1,13.5
2840,13.2,90.0,991.9,88.0,990.3,13.5
2841,13.1,91.0,991.6,88.0,990.5,13.5
2842,13.1,91.0,990.0,88.0,990.3,13.5
2843,13.2,91.0,989.8,88.0,990.4,13.5
2844,13.1,90.0,989.6,88.0,990.6,13.5
2845,13.2,91.0,990.1,88.0,990.4,13.6
2846,13.2,91.0,990.2,88.0,990.1,13.6
2847,13.2,91.0,990.2,88.0,990.5,13.5
2848,13.2,91.0,989.9,88.0,990.4,13.6
2849,13.2,91.0,990.0,88.0,990.3,13.5
2850,13.3,91.0,990.3,88.0,990.1,13.6
2851,13.3,90.0,989.9,88.0,990.4,13.6
2852,13.3,90.0,989.7,88.0,990.1,13.5
2853,13.3,90.0,990.1,88.0,989.9,13.5
2854,13.3,90.0,989.7,88.0,990.1,13.5
2855,13.3,90.0,989.8,88.0,990.4,13.5
2856,13.3,90.0,989.7,88.0,990.4,13.6
2857,13.4,90.0,989.7,88.0,990.4,13.6
2858,13.4,90.0,989.7,88.0,990.1,13.6
2859,13.3,90.0,989.6,88.0,990.1,13.6
2860,13.3,90.0,990.1,88.0,990.1,13.6
2861,13.3,90.0,990.0,88.0,990.1,13.6
2862,13.4,90.0,990.2,87.0,989.9,13.6
2863,13.4,90.0,989.8,87.0,989.9,13.6
2864,13.4,89.0,990.0,87.0,990.1,13.6
2865,13.4,89.0,989.5,87.0,990.1,13.6
2866,13.3,89.0,990.2,88.0,990.1,13.6
2867,13.3,89.0,989.9,88.0,989.9,13.6
2868,13.3,89.0,990.1,88.0,990.1,13.6
2869,13.4,89.0,989.9,88.0,989.9,13.6
2870,13.4,89.0,989.9,88.0,990.1,13.6
2871,13.4,89.0,989.6,88.0,989.9,13.6
2872,13.4,89.0,990.0,88.0,989.9,13.6
2873,13.4,89.0,973.7,87.0,989.9,13.6
2874,13.3,89.0,990.1,87.0,989.9,13.6
2875,13.4,89.0,989.5,87.0,989.9,13.7
2876,13.4,89.0,989.9,87.0,990.1,13.6
2877,13.4,89.0,989.5,87.0,990.0,13.7
2878,13.4,89.0,989.5,87.0,989.8,13.7
2879,13.4,89.0,989.7,87.0,989.8,13.7
2880,13.4,89.0,989.7,87.0,989.8,13.7
2881,13.4,89.0,989.4,87.0,990.0,13.7
2882,13.4,89.0,989.7,87.0,989.8,13.7
2883,13.4,89.0,973.9,87.0,989.8,13.7
2884,13.3,89.0,990.0,87.0,989.9,13.7
2885,13.2,89.0,989.8,87.0,989.8,13.7
2886,13.2,89.0,990.3,87.0,989.8,13.7
2887,13.2,90.0,990.2,87.0,989.8,13.7
2888,13.2,90.0,989.8,87.0,989.6,13.7
2889,13.2,90.0,990.2,87.0,989.5,13.7
2890,13.2,90.0,990.2,87.0,989.5,13.7
2891,13.2,90.0,989.7,87.0,989.5,13.7
2892,13.2,90.0,989.9,87.0,989.5,13.7
2893,13.2,90.0,989.8,87.0,989.5,13.7
2894,13.2,90.0,988.8,87.0,989.3,13.7
2895,13.2,90.0,989.7,87.0,989.5,13.7
2896,13.2,90.0,988.6,87.0,989.5,13.7
2897,13.2,90.0,989.9,86.0,989.5,13.7
2898,13.2,90.0,989.9,86.0,989.5,13.7
2899,13.2,90.0,989.9,86.0,989.5,13.7
2900,13.3,90.0,989.9,86.0,989.1,13.7
2901,13.3,90.0,990.4,86.0,989.5,13.7
2902,13.2,90.0,989.7,86.0,989.5,13.7
2903,13.2,90.0,989.7,86.0,989.5,13.7
2904,13.2,90.0,989.7,86.0,989.5,13.7
2905,13.2,90.0,989.7,86.0,989.7,13.7
2906,13.2,90.0,989.7,86.0,989.5,13.7
2907,13.2,90.0,989.7,87.0,989.5,13.7
2908,13.2,90.0,989.7,87.0,989.7,13.7
2909,13.2,90.0,989.7,87.0,989.7,13.7
2910,13.3,90.0,974.7,87.0,989.6,13.7
2911,13.3,90.0,989.7,87.0,989.4,13.7
2912,13.3,90.0,990.1,87.0,989.5,13.6
2913,13.2,90.0,990.3,87.0,989.7,13.7
2914,13.2,90.0,990.3,87.0,989.5,13.7
2915,13.1,90.0,990.4,87.0,989.5,13.7
2916,13.1,91.0,989.9,87.0,989.7,13.7
2917,13.1,91.0,978.5,87.0,989.5,13.7
2918,13.1,91.0,989.9,87.0,989.5,13.7
2919,13.2,91.0,990.2,87.0,989.5,13.7
2920,13.2,91.0,990.6,87.0,989.7,13.7
2921,13.3,90.0,989.9,87.0,989.7,13.7
2922,13.3,90.0,989.9,87.0,989.5,13.7
2923,13.2,90.0,989.9,87.0,989.5,13.6
2924,13.2,91.0,990.2,87.0,989.5,13.6
2925,13.2,91.0,990.2,87.0,989.6,13.6
2926,13.3,91.0,990.0,87.0,989.8,13.6
2927,13.3,90.0,989.9,87.0,989.6,13.6
2928,13.3,90.0,990.0,87.0,989.7,13.6
2929,13.3,90.0,989.8,87.0,989.8,13.6
2930,13.3,90.0,990.0,87.0,989.7,13.6
2931,13.3,90.0,988.6,87.0,989.9,13.6
2932,13.3,90.0,989.7,87.0,989.9,13.6
2933,13.2,90.0,990.2,87.0,989.9,13.6
2934,13.1,91.0,990.5,87.0,989.9,13.6
2935,13.1,91.0,990.1,87.0,990.0,13.6
2936,13.2,91.0,990.4,87.0,990.0,13.6
2937,13.2,91.0,990.6,87.0,990.0,13.6
2938,13.0,91.0,990.7,87.0,990.2,13.6
2939,12.9,92.0,990.9,87.0,990.2,13.6
2940,12.8,92.0,990.9,87.0,990.2,13.5
2941,12.7,92.0,991.5,88.0,990.3,13.5
2942,12.8,92.0,991.4,88.0,990.6,13.5
2943,12.8,92.0,991.4,88.0,990.4,13.5
2944,12.9,92.0,989.8,88.0,990.3,13.5
2945,12.9,92.0,991.3,87.0,990.6,13.5
2946,12.9,92.0,989.3,88.0,990.2,13.5
2947,13.0,92.0,991.4,87.0,990.3,13.6
2948,13.0,92.0,991.7,87.0,990.3,13.6
2949,13.1,91.0,990.8,87.0,990.2,13.6
2950,13.1,91.0,990.8,87.0,990.3,13.5
2951,13.1,91.0,991.1,87.0,990.2,13.5
2952,13.1,91.0,991.2,87.0,990.2,13.5
2953,13.1,91.0,990.6,87.0,990.3,13.5
2954,13.1,91.0,990.3,87.0,990.3,13.5
2955,13.1,91.0,990.6,87.0,990.3,13.6
2956,13.2,91.0,990.7,87.0,990.2,13.6
2957,13.2,91.0,990.8,87.0,990.3,13.6
2958,13.2,91.0,990.8,87.0,990.3,13.6
2959,13.2,91.0,990.6,87.0,990.5,13.6
2960,13.2,91.0,991.1,88.0,990.2,13.5
2961,13.1,91.0,990.5,88.0,990.2,13.5
2962,13.1,91.0,990.2,88.0,990.3,13.4
2963,13.0,91.0,990.6,88.0,990.3,13.4
2964,13.0,91.0,989.9,88.0,990.1,13.4
2965,12.9,91.0,990.8,88.0,990.3,13.3
2966,12.9,92.0,990.8,88.0,990.3,13.4
2967,12.9,92.0,990.8,88.0,990.4,13.4
2968,12.9,92.0,990.8,88.0,990.2,13.4
2969,12.9,92.0,990.7,88.0,990.5,13.4
2970,12.9,92.0,991.0,88.0,990.4,13.4
2971,12.9,92.0,973.4,88.0,990.2,13.4
2972,12.9,92.0,991.3,88.0,990.4,13.4
2973,12.9,92.0,991.2,88.0,990.3,13.4
2974,12.9,92.0,991.2,88.0,990.4,13.4
2975,12.9,92.0,991.2,88.0,990.4,13.5
2976,12.9,92.0,991.2,88.0,990.4,13.5
2977,12.9,92.0,991.2,88.0,990.3,13.5
2978,12.9,92.0,991.2,88.0,990.4,13.5
2979,12.9,92.0,991.2,88.0,990.2,13.4
2980,12.9,92.0,991.2,88.0,990.2,13.4
2981,12.9,92.0,991.2,88.0,990.4,13.4
2982,12.9,92.0,991.2,88.0,990.5,13.4
2983,12.9,92.0,991.2,88.0,990.2,13.5
2984,12.9,92.0,991.2,88.0,990.2,13.5
2985,12.9,92.0,991.2,88.0,990.4,13.5
2986,12.9,92.0,991.2,88.0,990.2,13.5
2987,12.9,92.0,991.2,88.0,990.2,13.5
2988,12.9,92.0,991.2,88.0,990.1,13.5
2989,12.9,92.0,991.2,88.0,990.4,13.5
2990,12.9,92.0,991.2,88.0,990.3,13.5
2991,12.9,92.0,991.2,88.0,990.1,13.5
2992,13.1,91.0,990.3,88.0,989.9,13.5
2993,13.1,91.0,990.4,88.0,990.3,13.5
2994,13.1,91.0,990.4,88.0,990.1,13.5
2995,13.1,91.0,990.4,88.0,990.1,13.5
2996,13.1,91.0,990.4,88.0,989.9,13.5
2997,13.1,91.0,990.4,88.0,990.1,13.5
2998,13.1,91.0,990.4,88.0,989.9,13.5
2999,13.1,91.0,990.4,88.0,990.1,13.5
3000,13.1,91.0,990.4,88.0,989.9,13.5
3001,13.1,91.0,990.4,88.0,990.1,13.6
3002,13.1,91.0,990.4,88.0,990.1,13.5
3003,13.1,91.0,990.4,88.0,990.1,13.5
3004,13.3,90.0,989.6,88.0,990.1,13.5
3005,13.3,90.0,989.6,88.0,989.9,13.5
3006,13.4,89.0,989.8,88.0,989.9,13.5
3007,13.3,89.0,973.7,88.0,989.9,13.6
3008,13.2,90.0,989.4,88.0,990.3,13.5
3009,13.2,90.0,989.9,88.0,989.9,13.5
3010,13.2,89.0,989.4,88.0,990.1,13.5
3011,13.2,89.0,989.6,88.0,990.1,13.6
3012,13.2,89.0,989.9,88.0,989.8,13.6
3013,13.2,89.0,989.7,88.0,989.9,13.6
3014,13.3,89.0,989.7,88.0,989.9,13.6
3015,13.3,89.0,989.8,88.0,990.1,13.6
3016,13.3,89.0,989.9,88.0,990.0,13.6
3017,13.3,89.0,990.1,87.0,990.1,13.6
3018,13.3,89.0,989.9,87.0,990.1,13.6
3019,13.3,89.0,989.7,87.0,990.2,13.6
3020,13.3,89.0,989.8,87.0,990.3,13.6
3021,13.4,89.0,973.9,87.0,990.3,13.6
3022,13.4,89.0,990.1,87.0,990.0,13.6
3023,13.4,88.0,990.0,87.0,990.2,13.6
3024,13.4,88.0,988.9,87.0,990.2,13.7
3025,13.4,88.0,989.6,87.0,990.0,13.7
3026,13.4,88.0,990.2,87.0,989.9,13.6
3027,13.3,87.0,989.8,87.0,990.1,13.6
3028,13.3,87.0,990.0,87.0,990.1,13.6
3029,13.3,87.0,990.4,87.0,989.9,13.6
3030,13.3,87.0,990.1,87.0,990.1,13.5
3031,13.2,88.0,990.4,87.0,990.0,13.5
3032,13.1,88.0,990.0,87.0,990.2,13.4
3033,13.1,88.0,990.6,87.0,990.5,13.5
3034,13.1,88.0,990.0,87.0,990.3,13.5
3035,13.1,88.0,972.6,87.0,990.6,13.4
3036,13.1,88.0,990.5,87.0,990.6,13.5
3037,13.2,88.0,990.6,87.0,990.6,13.5
3038,13.2,88.0,990.5,87.0,990.6,13.5
3039,13.2,88.0,990.7,87.0,990.7,13.4
3040,13.2,88.0,991.0,87.0,990.7,13.4
3041,13.2,88.0,991.0,87.0,990.7,13.4
3042,13.2,88.0,990.7,87.0,988.8,13.4
3043,13.2,88.0,990.9,87.0,988.8,13.4
3044,13.3,88.0,990.5,87.0,988.9,13.4
3045,13.3,87.0,990.4,87.0,989.1,13.4
3046,13.2,87.0,990.6,87.0,989.1,13.4
3047,13.2,87.0,973.4,87.0,988.9,13.4
3048,13.2,87.0,990.4,87.0,989.1,13.4
3049,13.2,88.0,990.4,87.0,988.9,13.4
3050,13.2,88.0,990.8,87.0,988.9,13.4
3051,13.3,87.0,990.4,87.0,989.1,13.4
3052,13.3,87.0,990.6,87.0,988.9,13.4
3053,13.3,87.0,990.6,87.0,988.9,13.4
3054,13.3,87.0,990.8,87.0,988.9,13.4
3055,13.2,87.0,990.6,87.0,988.9,13.3
3056,13.1,87.0,990.6,87.0,988.9,13.3
3057,13.1,87.0,990.7,87.0,989.2,13.3
3058,13.1,87.0,990.8,87.0,989.1,13.3
3059,13.1,87.0,973.2,87.0,989.3,13.3
3060,13.0,86.0,991.1,87.0,989.3,13.3
3061,13.0,86.0,990.8,87.0,989.3,13.2
3062,13.0,86.0,991.3,87.0,989.5,13.2
3063,13.0,86.0,991.1,87.0,989.4,13.2
3064,13.0,85.0,991.2,87.0,989.5,13.1
3065,13.0,86.0,991.5,87.0,989.7,13.2
3066,12.9,87.0,991.6,87.0,989.7,13.1
3067,12.9,86.0,991.2,87.0,989.8,13.1
3068,13.0,87.0,991.2,87.0,990.0,13.1
3069,13.0,87.0,991.4,87.0,990.1,13.1
3070,13.0,87.0,991.4,87.0,989.9,13.1
3071,13.1,87.0,991.4,87.0,990.1,13.1
3072,13.0,86.0,991.6,86.0,990.3,13.0
3073,12.9,86.0,991.4,87.0,990.2,13.0
3074,12.9,86.0,991.7,87.0,990.3,13.0
3075,12.9,86.0,991.4,87.0,990.4,13.0
3076,12.9,87.0,991.6,87.0,990.4,13.0
3077,13.0,87.0,991.7,87.0,990.7,13.0
3078,13.0,86.0,991.7,87.0,990.7,13.0
3079,13.0,86.0,991.7,87.0,990.9,13.0
3080,13.0,87.0,991.8,87.0,990.7,13.1
3081,13.0,86.0,990.9,87.0,991.0,13.1
3082,13.1,87.0,992.2,87.0,991.0,13.1
3083,13.0,86.0,991.7,87.0,991.0,13.1
3084,13.0,86.0,991.5,87.0,991.0,13.1
3085,13.1,86.0,991.8,87.0,991.0,13.1
3086,13.1,86.0,991.8,87.0,991.0,13.1
3087,13.1,86.0,991.8,87.0,991.0,13.1
3088,13.1,86.0,991.8,87.0,991.2,13.1
3089,13.1,86.0,991.8,87.0,991.0,13.1
3090,13.1,86.0,991.8,87.0,991.0,13.1
3091,13.1,86.0,991.8,87.0,991.2,13.1
3092,13.1,86.0,991.8,87.0,991.2,13.1
3093,13.2,87.0,991.3,87.0,991.0,13.1
3094,13.2,87.0,979.6,87.0,991.2,13.1
3095,13.2,87.0,990.9,87.0,991.4,13.1
3096,13.2,87.0,991.1,87.0,991.2,13.2
3097,13.2,86.0,991.1,87.0,990.9,13.1
3098,13.2,87.0,991.3,87.0,991.1,13.1
3099,13.2,87.0,991.1,87.0,991.1,13.1
3100,13.2,87.0,991.3,87.0,991.1,13.2
3101,13.2,86.0,991.6,87.0,991.3,13.2
3102,13.2,86.0,990.7,87.0,991.1,13.2
3103,13.2,86.0,973.4,87.0,991.0,13.1
3104,13.2,85.0,990.9,87.0,991.3,13.2
3105,13.2,83.0,991.3,86.0,991.2,13.2
3106,13.2,83.0,991.5,86.0,991.0,13.2
3107,13.1,83.0,991.3,86.0,990.8,13.2
3108,13.2,83.0,991.4,86.0,991.0,13.2
3109,13.2,83.0,990.7,86.0,991.0,13.3
3110,13.2,82.0,991.1,86.0,991.2,13.3
3111,13.3,82.0,991.2,86.0,991.0,13.3
3112,13.3,82.0,991.1,86.0,990.7,13.3
3113,13.3,83.0,991.3,85.0,990.9,13.3
3114,13.3,82.0,990.9,85.0,990.7,13.3
3115,13.3,83.0,991.0,85.0,990.9,13.3
3116,13.2,82.0,973.4,84.0,990.8,13.3
3117,13.2,83.0,991.0,84.0,990.8,13.3
3118,13.3,83.0,991.0,84.0,990.8,13.3
3119,13.3,83.0,991.0,84.0,990.8,13.3
3120,13.3,83.0,990.7,84.0,990.8,13.3
3121,13.2,82.0,991.0,84.0,990.8,13.3
3122,13.2,82.0,991.5,84.0,990.8,13.3
3123,13.2,81.0,991.3,82.0,990.5,13.3
3124,13.2,82.0,991.0,82.0,990.7,13.3
3125,13.2,81.0,991.4,82.0,990.5,13.3
3126,13.2,80.0,990.9,82.0,990.7,13.4
3127,13.2,80.0,991.1,81.0,990.6,13.4
3128,13.3,82.0,991.0,79.0,990.5,13.4
3129,13.3,83.0,990.6,79.0,990.3,13.4
3130,13.3,82.0,990.7,79.0,990.4,13.4
3131,13.3,81.0,990.7,79.0,990.4,13.4
3132,13.3,79.0,990.8,76.0,990.2,13.4
3133,13.2,74.0,992.4,74.0,990.6,13.3
3134,13.2,74.0,990.8,74.0,990.3,13.4
3135,13.3,75.0,991.2,74.0,990.5,13.4
3136,13.3,75.0,992.4,73.0,990.5,13.4
3137,13.3,75.0,992.6,74.0,990.5,13.5
3138,13.4,75.0,992.9,74.0,990.5,13.5
3139,13.5,77.0,992.4,75.0,990.3,13.6
3140,13.5,77.0,992.0,75.0,990.0,13.6
3141,13.5,72.0,992.0,75.0,991.9,13.5
3142,13.4,72.0,991.8,73.0,991.8,13.6
3143,13.4,73.0,991.8,72.0,991.8,13.5
3144,13.4,73.0,991.6,72.0,991.8,13.6
3145,13.5,72.0,991.8,73.0,991.8,13.6
3146,13.5,72.0,991.3,73.0,991.7,13.6
3147,13.6,74.0,991.8,73.0,991.9,13.6
3148,13.6,73.0,991.4,73.0,991.7,13.6
3149,13.4,70.0,991.6,71.0,991.6,13.6
3150,13.4,71.0,991.6,70.0,991.5,13.6
3151,13.5,71.0,991.6,70.0,991.5,13.7
3152,13.4,72.0,991.8,70.0,991.5,13.7
3153,13.5,72.0,991.5,70.0,991.4,13.7
3154,13.5,73.0,991.5,71.0,991.6,13.7
3155,13.6,73.0,991.7,72.0,991.3,13.7
3156,13.6,74.0,991.1,72.0,991.3,13.8
3157,13.6,72.0,991.2,70.0,991.3,13.8
3158,13.6,72.0,991.5,70.0,990.9,13.7
3159,13.6,71.0,993.0,70.0,991.2,13.7
3160,13.6,72.0,992.7,70.0,990.9,13.7
3161,13.7,74.0,993.0,70.0,991.1,13.8
3162,13.7,75.0,992.7,70.0,991.1,13.8
3163,13.7,74.0,993.0,70.0,990.8,13.8
3164,13.8,74.0,992.6,71.0,990.8,13.8
3165,13.8,72.0,992.1,72.0,990.7,13.8
